伶	龄,冷,铃,另,磷,邻,陵,灵,玲,凝,林,零,临,怜,领,令,凌,岭
沪	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
恨	娘,狠,恳,份,衡,垦,恒,氛,很,芬,粉,粪,横,奋,愤,哼,分,坟,纷,痕,狼
赋	抚,扶,忽,副,服,湖,富,糊,乎,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
检	碱,蒋,讲,匠,简,验,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,坚,将,兼,监,签,肩,鉴,险,间,艰,舰,僵,践,奸,脸,歼,浆
嘿	菲,黑,匪,肥,肺,非,废,费,飞,沸
媚	没,美,妹,梅,枚,煤,每,霉,眉,媒
掩	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,俺,扬,盐,研,眼,炎,艳,烟,延,演,杨,衍,仰,羊,岩
始	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
蜈	物,吴,五,乌,雾,舞,屋,无,务,污,悟,午,伍,呜,武,吾,误
籽	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
墓	莫,亩,慕,漠,幕,母,木,牧,姆,模,穆,摸,目
释	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
豹	报,堡,薄,爆,饱,包,保,胞,抱,暴,宝
懊	傲,奥,澳,凹
爸	拔,八,坝,叭,吧,霸,罢,把,巴
闸	咋,炸,杂,扎
皇	荒,缓,惶,幻,煌,环,欢,黄,患,换,晃,慌,唤
观	觉,现,广,贯,惯,见,罐,宽,光,官,冠,管,灌,关,款,馆,视
遣	前,千,强,潜,迁,钱,歉,谦,墙,欠,腔,签,抢,浅,铅,牵,枪
尴	杠,看,干,港,感,甘,堪,肝,赶,坎,敢,刊,岗,刚,纲,杆,砍,钢
啃	坑,跟,垦,肯,根,恳
浮	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,府,福,护,虎,腐,辐,负,甫,附
肇	招,遭,造,罩,爪,灶,找,早,兆,藻,召,照,燥,糟,赵
记	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,纪
巧	侨,乔,悄,敲,桥,瞧
基	挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
斗	兜,料,抖,豆,科,都
蜓	停,艇,亭,庭,听,厅,廷,挺
蜗	窝,我,卧,握
誉	与,裕,玉,育,愚,语,豫,遇,雨,宇,卷,愉,喻,倦,于,愈,渔,券,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,御,浴
途	涂,除,余,斜,土,徒,叙,突,屠,图,兔,徐,吐
灿	阐,苍,藏,缠,惨,参,残,仓,蚕,禅,颤,舱,餐,产
玻	披,博,剥,彼,伯,拨,勃,脖,播,波,搏,被,坡,皮,驳,皱,膊,疲,破,卜
数	诉,疏,束,蔬,淑,署,楼,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
娱	与,吴,裕,玉,育,愚,誉,语,豫,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,羽,舆,鱼,御,浴,误
利	逆,黎,厉,梨,理,李,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
兹	字,执,肢,滞,址,姿,致,稚,旨,志,磁,直,滋,制,脂,织,支,汁,知,纸,指,资,自,职,止,质,紫,芝,值,智,之,置,慈,秩,治,子,至,殖,植,只,枝
补	不,布,扑,步,仆,朴,捕,部,卜
庚	坑,跟,耕,更,根
丰	冯,风,疯,蜂,份,衡,恒,氛,锋,缝,芬,峰,粉,封,凤,奉,粪,横,奋,哼,逢,分,坟,纷,愤
蚣	功,宫,控,巩,工,孔,贡,弓,供,空,共,公,攻,恐,恭
晚	逸,万,汪,往,网,湾,忘,亡,勉,旺,完,玩,免,顽,望,碗,挽,妄,王,弯
拟	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,尼,励,力,里,泥,例,粒,璃
坐	卓,作,桌,捉,做,左,昨,座
芒	亡,忙,蛮,漫,茫,慢,曼,盲,满
歉	前,千,强,潜,迁,钱,谦,遣,墙,嫌,欠,腔,廉,兼,签,赚,抢,浅,铅,牵,枪
猿	源,员,元,愿,远,原,渊,怨,圆,援,冤,园,缘,袁,院
骨	姑,股,故,苦,滑,固,酷,鼓,雇,咕,库,孤,古,枯,谷,哭,裤,顾,估
麦	迈,卖,埋,买,脉
皂	招,遭,造,罩,爪,灶,找,早,兆,藻,召,照,燥,糟,赵
叽	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
昨	卓,作,桌,炸,捉,做,左,座,坐
铝	绿,宫,女,虑,旅,率,履,吕,律,氯,驴
浪	懒,郎,篮,烂,栏,滥,嚷,囊,拦,兰,廊,览,让,蓝,朗,狼,壤
词	次,池,齿,瓷,刺,磁,持,驰,此,辞,耻,斥,尺,迟,慈,吃,翅,雌,赤
汤	坦,滩,躺,谈,倘,堂,碳,糖,肠,炭,探,贪,坛,塘,扬,场,杨,唐,趟,叹,摊
敲	侨,乔,悄,巧,桥,瞧
河	喝,盒,合,何,贺,荷,赫,呵,核,和
对	寸,过,守,队,村,讨,堆,衬,时,付
吓	夏,下,霞,峡,狭,瞎,辖
矛	茅,貌,帽,冒,毛,茂,贸,猫
邓	灯,瞪,凳,登,等
殊	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖
慎	生,审,渗,婶,伸,升,身,绳,肾,填,省,什,圣,声,申,牲,神,剩,深,沈,真,胜,甚,盛,森
暴	报,堡,薄,爆,饱,包,保,胞,抱,宝
鳖	别,弊,蔽
疼	藤,疗,病,瘦,腾
锚	茅,貌,帽,冒,毛,茂,贸,猫,矛
帘	梁,凉,谅,良,链,辆,恋,亮,连,练,炼,联,两,怜,廉,粮,念,莲,年,量,脸
伪	畏,慰,委,胃,惟,威,味,围,危,伟,未,为,位,谓,尾,卫,维,纬,微,魏,喂,唯,违
榜	斑,板,邦,膀,半,傍,伴,帮,班,棒,搬,扮,办,版,颁,旁,般
撕	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
辱	录,炉,儒,振,如,唇,露,芦,入,陆,路,震,鲁,晨,乳,碌,卢,鹿
肃	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
且	组,阻,切,窃,谊,宜
蟋	晰,戏,袭,析,悉,稀,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,洗,喜,媳
泪	蕾,类,勒,雷,内,累
肠	阐,苍,藏,缠,厂,唱,尝,偿,昌,仓,扬,场,畅,倡,舱,常,禅,颤,杨,汤,产
岸	暗,氨,俺,案,按,昂,安
言	焰,氧,阳,厌,严,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
赏	上,衫,珊,陕,商,丧,善,伤,闪,山,嗓,扇,桑,尚
病	疗,并,滨,疼,兵,瘦,饼,冰,宾,丙
洗	晰,戏,袭,析,悉,稀,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,喜,媳
咄	屈,躲,多,出,掘,夺,朵
朴	扑,铺,葡,仆,补,谱,普,卜
碗	万,汪,往,网,湾,忘,亡,旺,完,玩,顽,望,挽,晚,妄,王,弯
葱	匆,从,聪,冲,崇,充,丛,虫
熏	训,讯,旬,寻,迅,询,逊,循,巡
敦	顿,蹲,吨,盾
扣	钩,狗,够,口,构,沟,购,勾
踏	她,它,塔,拓,他
抡	论,轮,润,伦
要	腰,妥,耀,药,邀,遥,摇,女,咬,姚
弓	功,宫,控,巩,工,孔,贡,供,空,共,公,攻,恐,恭
臊	稍,扫,梢,少,嫂,绍,哨,烧
卵	软,乱,暖
经	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
禄	努,辱,录,怒,炉,儒,如,露,芦,入,奴,陆,路,鲁,乳,碌,卢,鹿
乱	括,刮,软,舌,暖,卵
啄	卓,作,桌,捉,做,逐,左,昨,座,坐
亲	轻,庆,琴,侵,晴,请,倾,清,氢,青,情,勤,秦
伺	词,次,池,齿,瓷,刺,磁,持,驰,此,辞,耻,斥,尺,迟,慈,吃,翅,雌,赤
御	与,裕,玉,育,愚,誉,语,豫,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,浴
淡	氮,胆,单,弹,丹,党,但,当,旦,诞,荡,档,挡,蛋,担
录	绿,努,辱,怒,炉,剥,儒,如,露,逮,芦,入,奴,陆,路,鲁,乳,碌,卢,鹿
宇	与,裕,玉,育,愚,誉,语,吁,豫,遇,雨,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,御,浴
筹	凑,仇,愁,涛,铸,臭,丑,寿,抽,瞅,酬,畴
揽	懒,郎,篮,然,南,烂,难,栏,滥,染,浪,拦,兰,廊,览,燃,蓝,男,朗,狼
构	扣,钩,狗,够,口,沟,购,勾
乍	作,咋,炸,杂,昨,扎
奴	努,录,鲁,露,怒,炉,路,鹿,芦,碌,卢,陆
除	促,畜,触,粗,斜,叙,途,徐,储,初,出,余,厨,处,础,涂,楚
剧	巨,距,惧,拒,聚,俱,举,居,据,菊,局,矩,拘,句,具
练	梁,凉,谅,良,链,辆,恋,亮,连,炼,联,两,怜,廉,粮,念,莲,年,量,帘,脸
放	凡,范,杭,泛,犯,妨,饭,房,反,仿,航,纺,方,贩,烦,番,繁,返,翻,芳,防,访
孟	监,蒙,萌,猛,盒,盐,门,们,梦,盟,闷,盆
翻	凡,范,泛,犯,妨,翔,饭,房,寒,反,防,汉,仿,纺,方,罕,贩,翅,函,烦,番,繁,羽,返,喊,涵,韩,放,芳,含,访,旱,汗
扭	柳,纽,流,瘤,丑,硫,刘,牛,留,溜,六
变	亦,遍,蛮,辩,扁,编,辨,鞭,恋,便,迹,边
思	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
陆	努,辱,录,怒,炉,儒,如,露,芦,入,奴,路,鲁,乳,碌,卢,鹿
乞	汽,期,岂,骑,凄,栖,棋,气,奇,齐,旗,起,其,弃,歧,器,企,漆,戚,七,契,启,妻,欺
逐	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,组,祖,诸,猪,朱,株,族,注
礁	胶,骄,郊,焦,角,搅,脚,较,缴,教,交,轿,娇,叫
镜	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
兔	涂,土,徒,途,突,屠,图,吐
弄	农,拢,笼,浓,龙,隆,垄
宅	摘,窄,寨,宰,再,灾,在,载,债,仔,栽
挂	刮,娃,瓜,夸,佳,封,寡,桂,蛙,跨,崖
瞧	侨,乔,悄,敲,巧,桥
沮	巨,距,惧,拒,聚,俱,举,居,据,剧,菊,局,矩,拘,句,具
芽	押,雅,压,哑,鸦,鸭,崖,牙,呀,亚
但	氮,胆,坦,单,弹,丹,党,当,旦,诞,荡,档,淡,挡,蛋,担
青	轻,庆,琴,侵,晴,请,倾,清,猜,氢,亲,睛,情,勤,秦
屈	取,趣,驱,出,渠,掘,躯,区,去,曲,趋
迎	鹰,英,映,姻,吟,赢,影,因,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
帐	葬,账,展,粘,章,长,占,掌,涨,脏,障,仗,张,战,沾,丈,胀,站
胚	培,配,佩,赔,陪
匿	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,例,粒,璃
跑	泡,饱,包,抛,抱,炮
扬	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,肠,宴,燕,咽,秧,盐,研,场,眼,炎,艳,烟,延,演,杨,掩,衍,汤,仰,羊,岩
岖	取,屈,趣,驱,渠,欧,躯,区,去,曲,趋
先	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,纤,陷,像,湘,向,闲
麻	马,蚂,魔,嘛,吗,妈,码,玛,磨,摩,骂
冥	命,鸣,明,民,名,敏
顾	姑,骨,股,故,苦,固,酷,鼓,雇,咕,库,孤,古,枯,谷,哭,裤,估
姨	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
买	迈,卖,埋,麦,脉
嗅	修,羞,绣,袖,秀,休,朽
父	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
征	诊,争,整,珍,症,振,惩,政,侦,挣,证,睁,镇,歪,增,阵,郑,真,针,蒸,震,贞,正
效	萧,硝,销,孝,消,笑,晓,校,小,肖
絮	许,序,叙,续,蓄,须,需,徐,虚,吁,绪
困	昆,棍,滚
砌	汽,期,岂,骑,凄,栖,棋,气,奇,齐,旗,起,其,弃,歧,器,彻,企,漆,切,戚,七,契,启,妻,欺
荔	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
易	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,踢,乙,姨,宜,蚁,椅,移,锡,译,疫,谊,亿,已,衣,依,遗,矣,仪,以,艺,伊,意,忆,翼
泳	庸,用,涌,拥,永,勇,脉
渣	咋,查,炸,杂,扎
蜡	猎,拉,借,哪,那,腊,娜,拿,呐,钠,惜,辣,错,措,啦,纳
优	游,友,由,又,邮,犹,油,幽,悠,右,忧,有,诱,幼,尤
芹	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,秦
斟	诊,争,整,珍,症,振,堪,政,怎,挣,侦,证,料,睁,镇,科,阵,郑,斗,真,针,抖,蒸,震,甚,贞,正,征
虾	夏,下,吓,霞,峡,狭,瞎,辖
肴	姚,咬,摇,腰,邀,要,耀,药,遥
今	禁,净,静,惊,金,京,敬,近,精,劲,锦,吟,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,贪,井,茎,警,颈,竞,念,进,仅,睛,晶,紧,谨,径,斤
磊	泪,蕾,类,勒,雷,内,累
情	轻,庆,琴,侵,晴,请,倾,清,猜,氢,亲,青,睛,勤,秦
篇	遍,片,扁,编,骗,偏
痹	闭,笔,比,彼,逼,毕,壁,蔽,鼻,碧,必,币,弊,避,臂
吃	词,次,池,齿,瓷,刺,磁,持,驰,此,辞,耻,斥,尺,迟,慈,翅,雌,赤
糟	招,遭,造,罩,爪,灶,找,早,槽,兆,藻,召,照,燥,曹,赵
仅	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,睛,晶,紧,谨,今,径,斤
绅	生,审,渗,婶,伸,升,身,绳,肾,省,什,慎,圣,声,申,牲,神,剩,深,沈,胜,甚,盛,森
南	懒,蓝,难,栏,览,滥,男,篮,囊,拦,兰,烂
楼	柔,数,肉,漏
偶	欧
柿	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,闹,史,事,饲,视,驶,时,饰,失
琉	柳,纽,流,瘤,硫,刘,牛,留,溜,扭,六
涵	凡,含,范,杭,泛,犯,饭,寒,反,汉,航,贩,罕,烦,番,繁,返,翻,喊,韩,函,旱,汗
脖	玻,拨,勃,博,播,膊,波,剥,驳,搏,伯,卜
加	驾,夹,架,家,嫁,佳,钾,甲,假,嘉,贾,稼,价
竭	借,界,喝,介,截,街,渴,姐,皆,劫,捷,戒,届,杰,接,洁,阶,节,结,解,揭
配	胚,培,醉,佩,赔,陪,酬,酒
幌	荒,缓,皇,惶,幻,煌,环,欢,黄,患,换,晃,慌,唤
搀	逸,阐,缠,惨,参,肠,厂,唱,尝,偿,残,昌,勉,蚕,场,畅,倡,常,禅,颤,免,餐,挽,晚,产
吊	调,雕,掉
中	忠,仲,纵,终,众,重,总,宗,种,综,钟,衷,踪,肿
腹	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,附
受	收,搜,瘦,售,兽,守,首,寿,手,授
暗	氨,岸,俺,案,按,昂,安
寇	扣,钩,狗,够,口,构,沟,购,勾
侵	轻,庆,琴,晴,请,倾,清,氢,亲,青,情,勤,秦
否	侯,厚,猴,候,后,喉
岛	鸣,盗,倒,鸟,鹅,稻,导,蹈,刀,到,道
栏	懒,郎,篮,然,南,烂,难,滥,染,浪,拦,兰,廊,览,燃,蓝,男,朗,狼
洼	娃,哇,封,佳,桂,崖,挂,挖,瓦,蛙
骂	马,蚂,嘛,驱,吗,麻,驰,妈,码,驼,玛
矿	广,况,狂,框,宽,光,款
辽	疗,鸟,料,僚,尿,聊
蝎	鞋,写,些,协,卸,斜,谐,携,械,歇,泄,胁,邪,谢
斧	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
嗡	温,吻,翁,文,纹,稳,问,闻
窜	患,川,船,穿,传,串,喘
煎	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
君	群,裙,峻,军,俊,菌,均
愣	冷,能,仍,扔
结	借,界,介,截,吉,街,姐,皆,劫,捷,戒,届,杰,接,洁,竭,阶,节,解,揭
近	禁,晰,净,静,惊,金,京,敬,精,析,劲,锦,筋,镜,津,浙,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,拆,竞,进,仅,睛,哲,折,晶,紧,谨,今,径,斤
膨	棚,碰,朋,喷,捧,彭,盆,蓬
芜	物,吴,五,乌,雾,舞,屋,无,务,污,悟,午,伍,呜,武,吾,误
宣	悬,恒,选,旋,玄
蔽	闭,笔,比,彼,逼,毕,壁,鼻,碧,必,币,弊,避,臂
眠	勉,面,棉,免,绵
襟	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
躬	功,宫,控,巩,工,孔,贡,弓,供,空,共,公,攻,恐,恭
提	体,是,踢,堤,替,题,梯
亡	忙,万,汪,往,网,湾,忘,旺,完,玩,顽,望,碗,挽,晚,妄,王,弯
只	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,识,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,枝
杯	贝,卑,北,背,悲,碑,备,被,辈,倍
缩	宿,所,说,锁,索
汝	辱,录,炉,儒,如,露,芦,入,陆,路,鲁,乳,碌,卢,鹿
看	干,康,感,堪,甘,肝,赶,坎,敢,刊,抗,杆,砍,炕
庇	闭,笔,比,彼,逼,毕,壁,蔽,鼻,碧,必,币,弊,避,臂
嚎	耗,豪,浩,好,号,毫
鲸	禁,净,静,惊,金,京,敬,近,精,鲜,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,鱼,晶,紧,谨,今,径,斤
寝	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,秦
脊	基,挤,育,集,济,鸡,寂,际,机,既,疾,祭,技,及,辑,吉,月,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,朋,膊,剂,背,记,纪
傻	沙,纱,萨,刹,洒,杀,啥,撒,厦,砂
焰	氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
栗	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
姥	老,闹,牢,扰,捞,脑,恼,劳,饶,绕
鸥	偶,欧
石	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
恰	答,给,塔,搭,哈,合,拾
俐	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
赐	词,次,池,齿,瓷,刺,磁,持,驰,踢,此,辞,耻,锡,斥,尺,易,迟,慈,吃,翅,雌,赤
窝	我,卧,握
聂	劣,裂,猎,捏,烈,咧,列
睦	亩,木,牧,姆,墓,幕,慕,穆,目,母
味	畏,慰,委,胃,惟,威,围,危,伟,未,为,位,伪,谓,尾,卫,维,纬,微,魏,喂,唯,违
钻	赚,砖,专,转
显	享,项,宪,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
芭	爸,拔,八,坝,叭,吧,霸,罢,把,巴
莺	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,鹅,盈,应,印,阴,引,硬,鸟,营,颖,婴,鸣,音,饮,岛,银
欢	荒,缓,坎,皇,惶,幻,煌,环,吹,欠,黄,患,换,晃,饮,慌,唤
锰	蒙,萌,猛,门,们,梦,盟,闷,孟
悼	卓,盗,倒,岛,稻,导,蹈,刀,到,掉,桌,道
贰	耳,而,尔,儿,二
驯	训,讯,旬,寻,迅,询,逊,循,巡
欣	醒,行,杏,兴,新,信,幸,性,型,辛,心,姓,形,星,刑
接	借,界,介,截,街,姐,皆,劫,捷,戒,届,杰,洁,竭,阶,节,结,解,揭
暂	沾,占,葬,渐,展,赞,粘,站,咱,战,脏
鲨	沙,纱,萨,刹,洒,杀,啥,撒,厦,砂,傻
钝	敦,顿,蹲,吨,盾
秃	涂,土,徒,途,突,屠,图,兔,吐
芙	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
食	市,实,司,寺,尸,四,使,拾,室,适,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
才	彩,采,菜,材,财,柴,裁,蔡,猜,拆
调	吊,雕,掉,周
贾	驾,夹,架,家,嫁,佳,钾,甲,假,加,嘉,稼,价
粹	摧,吹,垂,脆,锤,催,崔,翠
亮	梁,凉,谅,娘,良,链,辆,恋,连,练,炼,联,两,怜,廉,粮,莲,量,帘,脸
求	球,丘,秋
陵	淋,龄,铃,另,磷,邻,灵,玲,凝,林,零,临,领,令,凌,岭,宁
睐	奈,赖,莱,来,乃,奶,耐
厉	逆,黎,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
梦	禁,蒙,萌,猛,楚,门,们,林,盟,闷,孟
幢	川,童,穿,船,闯,撞,创,床,串,窗,传,喘
臣	尘,称,程,沉,惩,城,诚,衬,承,呈,趁,陈,成,晨,撑,乘
荤	婚,浑,魂,昏,混
猪	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,朱,株,族,注
琳	淋,龄,铃,另,您,磷,邻,陵,灵,玲,林,零,临,领,令,凌,岭
哲	晰,这,择,浙,著,折,拆,近,者,遮,责,则,析,泽,着,斤
潇	效,萧,硝,销,孝,消,笑,晓,校,小,肖
留	柳,纽,流,瘤,硫,刘,牛,溜,扭,六
窗	川,穿,船,闯,创,床,串,传,喘
壮	状,赚,转,装,撞,砖,庄,专
目	亩,木,牧,姆,墓,幕,慕,穆,母
佳	假,挂,崖,家,娃,桂,甲,加,蛙,嘉,价,驾,嫁,封,贾,稼,架,夹,钾
轴	奏,州,宙,昼,洲,走,皱,骤,周
浆	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼
林	禁,淋,龄,铃,另,您,栖,磷,材,村,邻,陵,灵,玲,框,梦,零,临,领,令,楚,凌,木,岭
橡	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
担	氮,胆,坦,单,弹,丹,党,但,当,旦,诞,荡,档,淡,挡,蛋
亭	停,艇,庭,听,厅,廷,挺
希	晰,戏,袭,析,悉,稀,习,吸,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,洗,喜,媳
填	天,慎,甜,田,真,添
为	畏,慰,委,胃,惟,威,味,围,危,伟,未,位,伪,谓,尾,卫,维,纬,微,魏,喂,唯,违
烦	凡,顺,范,泛,犯,妨,饭,房,寒,反,须,防,汉,仿,纺,页,方,罕,贩,函,番,繁,顽,领,返,翻,喊,涵,韩,放,芳,含,访,旱,汗
腺	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
贯	广,馆,惯,灌,宽,官,罐,观,冠,管,关,光,款
抖	兜,料,斗,豆,科,都
檀	坦,滩,躺,谈,倘,堂,碳,糖,炭,探,贪,坛,塘,汤,唐,趟,叹,摊
剃	体,踢,替,题,梯,提
脉	迈,卖,泳,埋,麦,永,买
