бам	бам	INTERJECTION
провакцинировавшей	провакцинировать	PT:Past:TRANS:2PFV:DST:Fem:R
провакцинировавшей	провакцинировать	PT:Past:TRANS:2PFV:DST:Fem:D
провакцинировавшую	провакцинировать	PT:Past:TRANS:2PFV:DST:Fem:V
провакцинировавшей	провакцинировать	PT:Past:TRANS:2PFV:DST:Fem:T
провакцинировавшею	провакцинировать	PT:Past:TRANS:2PFV:DST:Fem:T
провакцинировавшей	провакцинировать	PT:Past:TRANS:2PFV:DST:Fem:P
провакцинировавшее	провакцинировать	PT:Past:TRANS:2PFV:DST:Neut:Nom
провакцинировавшего	провакцинировать	PT:Past:TRANS:2PFV:DST:Neut:R
провакцинировавшему	провакцинировать	PT:Past:TRANS:2PFV:DST:Neut:D
провакцинировавшее	провакцинировать	PT:Past:TRANS:2PFV:DST:Neut:V
провакцинировавшим	провакцинировать	PT:Past:TRANS:2PFV:DST:Neut:T
провакцинировавшем	провакцинировать	PT:Past:TRANS:2PFV:DST:Neut:P
провакцинировавшие	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:Nom
провакцинировавших	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:R
провакцинировавшим	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:D
провакцинировавших	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:V
провакцинировавшие	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:V
провакцинировавшими	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:T
провакцинировавших	провакцинировать	PT:Past:TRANS:2PFV:DST:PL:P
провакцинируемый	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:Nom
провакцинируемого	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:R
провакцинируемому	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:D
провакцинируемого	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:V
провакцинируемый	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:V
провакцинируемым	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:T
провакцинируемом	провакцинировать	PT:Real:TRANS:2PFV:STR:Masc:P
провакцинируем	провакцинировать	PT_Short:Real:TRANS:2PFV:STR:Masc
провакцинируемая	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:Nom
провакцинируемой	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:R
провакцинируемой	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:D
провакцинируемую	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:V
провакцинируемой	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:T
провакцинируемою	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:T
провакцинируемой	провакцинировать	PT:Real:TRANS:2PFV:STR:Fem:P
провакцинируема	провакцинировать	PT_Short:Real:TRANS:2PFV:STR:Fem
провакцинируемое	провакцинировать	PT:Real:TRANS:2PFV:STR:Neut:Nom
провакцинируемого	провакцинировать	PT:Real:TRANS:2PFV:STR:Neut:R
провакцинируемому	провакцинировать	PT:Real:TRANS:2PFV:STR:Neut:D
провакцинируемое	провакцинировать	PT:Real:TRANS:2PFV:STR:Neut:V
провакцинируемым	провакцинировать	PT:Real:TRANS:2PFV:STR:Neut:T
провакцинируемом	провакцинировать	PT:Real:TRANS:2PFV:STR:Neut:P
провакцинируемо	провакцинировать	PT_Short:Real:TRANS:2PFV:STR:Neut
провакцинируемые	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:Nom
провакцинируемых	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:R
провакцинируемым	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:D
провакцинируемых	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:V
провакцинируемые	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:V
провакцинируемыми	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:T
провакцинируемых	провакцинировать	PT:Real:TRANS:2PFV:STR:PL:P
провакцинируемы	провакцинировать	PT_Short:Real:TRANS:2PFV:STR:PL
провакцинированный	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:Nom
провакцинированного	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:R
провакцинированному	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:D
провакцинированного	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:V
провакцинированный	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:V
провакцинированным	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:T
провакцинированном	провакцинировать	PT:Past:TRANS:2PFV:STR:Masc:P
провакцинирован	провакцинировать	PT_Short:Past:TRANS:2PFV:STR:Masc
провакцинированная	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:Nom
провакцинированной	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:R
провакцинированной	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:D
провакцинированную	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:V
провакцинированной	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:T
провакцинированною	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:T
провакцинированной	провакцинировать	PT:Past:TRANS:2PFV:STR:Fem:P
провакцинирована	провакцинировать	PT_Short:Past:TRANS:2PFV:STR:Fem
провакцинированное	провакцинировать	PT:Past:TRANS:2PFV:STR:Neut:Nom
провакцинированного	провакцинировать	PT:Past:TRANS:2PFV:STR:Neut:R
провакцинированному	провакцинировать	PT:Past:TRANS:2PFV:STR:Neut:D
провакцинированное	провакцинировать	PT:Past:TRANS:2PFV:STR:Neut:V
провакцинированным	провакцинировать	PT:Past:TRANS:2PFV:STR:Neut:T
провакцинированном	провакцинировать	PT:Past:TRANS:2PFV:STR:Neut:P
провакцинировано	провакцинировать	PT_Short:Past:TRANS:2PFV:STR:Neut
провакцинированные	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:Nom
провакцинированных	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:R
провакцинированным	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:D
провакцинированных	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:V
провакцинированные	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:V
провакцинированными	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:T
провакцинированных	провакцинировать	PT:Past:TRANS:2PFV:STR:PL:P
провакцинированы	провакцинировать	PT_Short:Past:TRANS:2PFV:STR:PL
ПЦР-тест	ПЦР-тест	NN:Inanim:Masc:Sin:Nom
ПЦР-теста	ПЦР-тест	NN:Inanim:Masc:Sin:R
ПЦР-тесту	ПЦР-тест	NN:Inanim:Masc:Sin:D
ПЦР-тест	ПЦР-тест	NN:Inanim:Masc:Sin:V
ПЦР-тестом	ПЦР-тест	NN:Inanim:Masc:Sin:T
ПЦР-тесте	ПЦР-тест	NN:Inanim:Masc:Sin:P
ПЦР-тесты	ПЦР-тест	NN:Inanim:Masc:PL:Nom
ПЦР-тестов	ПЦР-тест	NN:Inanim:Masc:PL:R
ПЦР-тестам	ПЦР-тест	NN:Inanim:Masc:PL:D
ПЦР-тесты	ПЦР-тест	NN:Inanim:Masc:PL:V
ПЦР-тестами	ПЦР-тест	NN:Inanim:Masc:PL:T
ПЦР-тестах	ПЦР-тест	NN:Inanim:Masc:PL:P
ревакцинировать	ревакцинировать	VB:INF:TRANS:2PFV
ревакцинирую	ревакцинировать	VB:Real:TRANS:2PFV:Sin:P1
ревакцинируем	ревакцинировать	VB:Real:TRANS:2PFV:PL:P1
ревакцинируешь	ревакцинировать	VB:Real:TRANS:2PFV:Sin:P2
ревакцинируете	ревакцинировать	VB:Real:TRANS:2PFV:PL:P2
ревакцинирует	ревакцинировать	VB:Real:TRANS:2PFV:Sin:P3
ревакцинируют	ревакцинировать	VB:Real:TRANS:2PFV:PL:P3
ревакцинировал	ревакцинировать	VB:Past:TRANS:2PFV:Masc
ревакцинировала	ревакцинировать	VB:Past:TRANS:2PFV:Fem
ревакцинировало	ревакцинировать	VB:Past:TRANS:2PFV:Neut
ревакцинировали	ревакцинировать	VB:Past:TRANS:2PFV:PL
ревакцинирую	ревакцинировать	VB:Fut:TRANS:2PFV:Sin:P1
ревакцинируем	ревакцинировать	VB:Fut:TRANS:2PFV:PL:P1
ревакцинируешь	ревакцинировать	VB:Fut:TRANS:2PFV:Sin:P2
ревакцинируете	ревакцинировать	VB:Fut:TRANS:2PFV:PL:P2
ревакцинирует	ревакцинировать	VB:Fut:TRANS:2PFV:Sin:P3
ревакцинируют	ревакцинировать	VB:Fut:TRANS:2PFV:PL:P3
ревакцинируя	ревакцинировать	DPT:Real:TRANS:2PFV
ревакцинировав	ревакцинировать	DPT:Past:TRANS:2PFV
ревакцинировавши	ревакцинировать	DPT:Past:TRANS:2PFV
ревакцинируем	ревакцинировать	VB:IMP:TRANS:2PFV:PL:P1
ревакцинируемте	ревакцинировать	VB:IMP:TRANS:2PFV:PL:P1
ревакцинируй	ревакцинировать	VB:IMP:TRANS:2PFV:Sin:P2
ревакцинируйте	ревакцинировать	VB:IMP:TRANS:2PFV:PL:P2
ревакцинирующий	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:Nom
ревакцинирующего	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:R
ревакцинирующему	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:D
ревакцинирующего	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:V
ревакцинирующий	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:V
ревакцинирующим	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:T
ревакцинирующем	ревакцинировать	PT:Real:TRANS:2PFV:DST:Masc:P
ревакцинирующая	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:Nom
ревакцинирующей	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:R
ревакцинирующей	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:D
ревакцинирующую	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:V
ревакцинирующей	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:T
ревакцинирующею	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:T
ревакцинирующей	ревакцинировать	PT:Real:TRANS:2PFV:DST:Fem:P
ревакцинирующее	ревакцинировать	PT:Real:TRANS:2PFV:DST:Neut:Nom
ревакцинирующего	ревакцинировать	PT:Real:TRANS:2PFV:DST:Neut:R
ревакцинирующему	ревакцинировать	PT:Real:TRANS:2PFV:DST:Neut:D
ревакцинирующее	ревакцинировать	PT:Real:TRANS:2PFV:DST:Neut:V
ревакцинирующим	ревакцинировать	PT:Real:TRANS:2PFV:DST:Neut:T
ревакцинирующем	ревакцинировать	PT:Real:TRANS:2PFV:DST:Neut:P
ревакцинирующие	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:Nom
ревакцинирующих	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:R
ревакцинирующим	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:D
ревакцинирующих	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:V
ревакцинирующие	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:V
ревакцинирующими	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:T
ревакцинирующих	ревакцинировать	PT:Real:TRANS:2PFV:DST:PL:P
ревакцинировавший	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:Nom
ревакцинировавшего	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:R
ревакцинировавшему	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:D
ревакцинировавшего	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:V
ревакцинировавший	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:V
ревакцинировавшим	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:T
ревакцинировавшем	ревакцинировать	PT:Past:TRANS:2PFV:DST:Masc:P
ревакцинировавшая	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:Nom
ревакцинировавшей	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:R
ревакцинировавшей	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:D
ревакцинировавшую	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:V
ревакцинировавшей	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:T
ревакцинировавшею	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:T
ревакцинировавшей	ревакцинировать	PT:Past:TRANS:2PFV:DST:Fem:P
ревакцинировавшее	ревакцинировать	PT:Past:TRANS:2PFV:DST:Neut:Nom
ревакцинировавшего	ревакцинировать	PT:Past:TRANS:2PFV:DST:Neut:R
ревакцинировавшему	ревакцинировать	PT:Past:TRANS:2PFV:DST:Neut:D
ревакцинировавшее	ревакцинировать	PT:Past:TRANS:2PFV:DST:Neut:V
ревакцинировавшим	ревакцинировать	PT:Past:TRANS:2PFV:DST:Neut:T
ревакцинировавшем	ревакцинировать	PT:Past:TRANS:2PFV:DST:Neut:P
ревакцинировавшие	ревакцинировать	PT:Past:TRANS:2PFV:DST:PL:Nom
ревакцинировавших	ревакцинировать	PT:Past:TRANS:2PFV:DST:PL:R
ревакцинировавшим	ревакцинировать	PT:Past:TRANS:2PFV:DST:PL:D
ревакцинировавших	ревакцинировать	PT:Past:TRANS:2PFV:DST:PL:V
ревакцинировавшие	ревакцинировать	PT:Past:TRANS:2PFV:DST:PL:V
