# v_zna
#згідно v_rod
вжарювати v_zna
вжахатися v_oru
вжахнути v_zna:v_oru:v_dav
вжахнутися v_oru:v_rod
вживаніший v_oru
найвживаніший v_oru
вживати v_zna:v_rod:v_oru
вживатися v_oru
вживити v_zna:v_oru:v_dav
вживитися v_oru:v_dav
вживлений v_dav
вживлювати v_zna:v_oru:v_dav
вживлюватися v_oru:v_dav
вживляти v_zna:v_oru:v_dav
вживлятися v_oru:v_dav
вжити v_zna:v_rod:v_oru
вжучити v_zna:v_oru:v_dav
взаємовигідний v_dav
взаємодіяти v_oru
взаємодоповнювати v_zna:v_oru:v_dav
взаємодоповнюватися v_oru
взаємозамінити v_zna:v_oru
взаємозамінювати v_zna:v_oru
взаємозбагатитися v_oru
взаємозв'язати v_zna
взаємозв'язувати v_zna
взаємоінтегруватися v_oru
взаємокорисний v_dav
взаємопідсилити v_zna
взаємопідсилювати v_zna
взаємопов'язати v_zna
взаємопов'язувати v_zna
взаємопогодити v_zna
взаконити v_zna:v_oru
взаконювати v_zna:v_oru
взаконюватися v_oru
вздовж v_rod
вздрівати v_zna
вздріти v_zna
вздрючити v_zna
взеленити v_zna:v_oru:v_dav
взеленитися v_oru
взивати v_zna:v_oru
взнавати v_zna
взнати v_zna
взолотити v_zna:v_oru:v_dav
взорити v_zna:v_oru
взрушити v_zna:v_oru:v_dav
взувати v_zna:v_dav
взути v_zna:v_dav
взяти v_inf:v_zna:v_rod:v_oru:v_dav
взятися v_inf:v_oru:v_dav
виарештувати v_zna
вибабратися v_oru
вибавити v_zna:v_oru:v_dav
вибавитися v_oru
вибазікати v_zna:v_dav
вибалакати v_zna:v_dav
вибалансовувати v_zna:v_oru:v_dav
вибалансувати v_zna:v_oru:v_dav
вибалушити v_zna
вибалушувати v_zna
вибанити v_zna
вибатожити v_zna:v_oru:v_dav
вибатькувати v_zna:v_oru:v_dav
вибачати v_zna:v_dav
вибачити v_zna:v_dav
вибачитися v_oru
вибештати v_zna:v_oru:v_dav
вибивати v_zna:v_oru:v_dav
вибиватися v_oru
вибирати v_zna:v_oru:v_dav
вибиратися v_oru
вибити v_zna:v_oru:v_dav
вибігати v_oru
вибігати v_zna:v_oru
вибігти v_oru
вибілити v_zna:v_oru:v_dav
вибілитися v_oru
вибілювати v_zna:v_oru:v_dav
вибілюватися v_oru
вибіляти v_zna:v_oru:v_dav
вибілятися v_oru
вибірати v_zna:v_oru:v_dav
вибісити v_zna:v_oru
вибішувати v_zna:v_oru
виблагати v_zna
виблимувати v_oru
виблискувати v_oru:v_dav
виблискуватися v_oru
виблиснути v_oru
виблювати v_zna
виблюнути v_zna
вибльовувати v_zna
вибовкати v_zna:v_oru:v_dav
вибовкнути v_zna:v_oru:v_dav
вибовкувати v_zna
вибовтати v_zna
вибовтнути v_zna
вибовтувати v_zna
виборознити v_zna:v_oru:v_dav
вибороти v_zna:v_oru:v_dav
виборювати v_zna:v_oru:v_dav
виборюватися v_oru
вибраковувати v_zna:v_oru:v_dav
вибраковуватися v_oru
вибракувати v_zna
вибрати v_zna:v_oru:v_dav
вибратися v_oru
вибрехати v_zna:v_oru
вибривати v_zna:v_oru:v_dav
вибриватися v_oru
вибризкати v_zna:v_oru:v_dav
вибризкатися v_oru
вибризкувати v_zna:v_oru:v_dav
вибризкуватися v_oru
вибризнути v_zna:v_oru:v_dav
вибрити v_zna:v_oru:v_dav
вибритися v_oru
вибрідати v_oru
вибріхувати v_zna
вибронзувати v_zna:v_oru:v_dav
вибруднити v_zna:v_oru:v_dav
вибруковувати v_zna:v_oru:v_dav
вибруковуватися v_oru
вибрукувати v_zna:v_oru:v_dav
вибудовувати v_zna:v_oru:v_dav
вибудовуватися v_oru
вибудувати v_zna:v_oru:v_dav
вибудуватися v_oru
вибуксировувати v_zna:v_oru:v_dav
вибуксирувати v_zna:v_oru:v_dav
вибуравити v_zna:v_oru:v_dav
вибуравлювати v_zna:v_oru:v_dav
вибуравлюватися v_oru
вибурити v_zna:v_oru:v_dav
вибухати v_oru
вибухнути v_oru
вибучити v_zna:v_oru:v_dav
вибучувати v_zna:v_oru:v_dav
вибучуватися v_oru
вибуяти v_oru
вив'язати v_zna:v_oru:v_dav
вив'язатися v_oru
вив'язувати v_zna:v_oru:v_dav
вив'язуватися v_oru
вив'ялити v_zna:v_oru:v_dav
вив'ялитися v_oru
вив'ялювати v_zna:v_oru:v_dav
вив'ялюватися v_oru
виважити v_zna:v_oru
виважувати v_zna:v_oru:v_dav
виважуватися v_oru
виваксувати v_zna:v_oru:v_dav
вивалашати v_zna
вивалити v_zna:v_oru:v_dav
вивалитися v_oru
вивалювати v_zna:v_oru:v_dav
вивалюватися v_oru
виваляти v_zna:v_oru:v_dav
вивантажити v_zna:v_oru:v_dav
вивантажитися v_oru
вивантажувати v_zna:v_oru:v_dav
вивантажуватися v_oru
вивапити v_zna:v_oru:v_dav
виварити v_zna:v_oru:v_dav
виваритися v_oru
виварювати v_zna:v_oru:v_dav
виварюватися v_oru
вивезти v_zna:v_oru:v_dav
вивергати v_zna:v_oru:v_dav
вивергати v_zna:v_oru:v_dav
вивергатися v_oru
вивергнути v_zna:v_oru:v_dav
вивергнутися v_oru
вивернути v_zna:v_oru:v_dav
вивернутися v_oru
вивертати v_zna:v_oru:v_dav
вивертатися v_oru
вивертіти v_zna:v_oru:v_dav
виверчувати v_zna:v_oru:v_dav
вивершити v_zna:v_oru:v_dav
вивершитися v_oru
вивершувати v_zna:v_oru:v_dav
вивершуватися v_oru
вивести v_inf:v_zna:v_oru:v_dav
вивестися v_oru
вививати v_zna:v_oru:v_dav
вививатися v_oru
вивихнути v_zna:v_oru:v_dav
вивихувати v_zna:v_dav
вивищити v_zna
вивищувати v_zna
вивищуватися v_oru
вивівати v_zna:v_oru:v_dav
вивідати v_zna:v_oru:v_dav
вивідувати v_zna:v_oru:v_dav
вивільнити v_zna:v_oru:v_dav
вивільнитися v_oru
вивільнювати v_zna:v_oru:v_dav
вивільнюватися v_oru
вивільняти v_zna:v_oru:v_dav
вивільнятися v_oru
вивінувати v_zna:v_oru:v_dav
вивірити v_zna:v_oru:v_dav
вивірчувати v_zna:v_oru:v_dav
вивірчуватися v_oru
вивірювати v_zna:v_oru:v_dav
вивірюватися v_oru
вивіряти v_zna:v_oru:v_dav
вивірятися v_oru
вивісити v_zna:v_oru:v_dav
вивіситися v_oru
вивітрити v_zna
вивітрювати v_zna:v_oru:v_dav
вивітрюватися v_oru
вивішати v_zna:v_oru:v_dav
вивішувати v_zna:v_oru:v_dav
вивішуватися v_oru
вивіщувати v_zna:v_dav
вивіювати v_zna:v_oru:v_dav
вивіюватися v_oru
вивіяти v_zna:v_oru:v_dav
вивіятися v_oru
вивласнити v_zna:v_oru:v_dav
вивласнювати v_zna:v_oru:v_dav
виводжувати v_zna:v_oru:v_dav
виводити v_zna
виводити v_zna:v_oru:v_dav
виводитися v_oru
виводитися v_oru
вивозити v_zna
вивозити v_zna:v_oru:v_dav
вивозитися v_oru
виволікати v_zna
виволокти v_zna
виволочити v_zna
виворожити v_zna:v_oru:v_dav
вивоювати v_zna:v_oru:v_dav
вивуджувати v_zna:v_oru:v_dav
вивуджуватися v_oru
вивудити v_zna:v_oru:v_dav
вивудитися v_oru
вивчати v_zna:v_oru
вивчатися v_inf:v_rod:v_oru
вивчити v_zna:v_oru
вивчитися v_inf:v_rod:v_oru
вигадати v_zna:v_oru:v_dav
вигадувати v_zna:v_dav
вигадуватися v_oru
виганяти v_zna:v_oru
виганяти v_zna:v_oru
виганятися v_oru
виганятися v_oru
виганьбити v_zna:v_oru:v_dav
вигаптовувати v_zna:v_oru:v_dav
вигаптовуватися v_oru
вигаптувати v_zna:v_oru:v_dav
вигаптуватися v_oru
вигарманувати v_zna:v_oru:v_dav
вигартовувати v_zna:v_oru:v_dav
вигартовуватися v_oru
вигартувати v_zna:v_oru:v_dav
вигартуватися v_oru
вигарцьовувати v_oru
вигасати v_oru
вигасати v_oru
вигасити v_zna:v_oru:v_dav
вигаснути v_oru
вигатити v_zna:v_oru:v_dav
вигачувати v_zna:v_oru:v_dav
вигачуватися v_oru
вигашувати v_zna:v_oru:v_dav
вигвинтити v_zna:v_oru:v_dav
вигвинтитися v_oru
вигвинчувати v_zna:v_oru:v_dav
вигвинчуватися v_oru
вигемблювати v_zna:v_oru:v_dav
вигембльовувати v_zna:v_oru:v_dav
вигибати v_zna:v_oru:v_dav
вигинати v_zna:v_oru:v_dav
вигинатися v_oru
вигідний v_dav
вигідніший v_dav
вигладжувати v_zna:v_oru:v_dav
вигладжуватися v_oru
вигладити v_zna:v_oru:v_dav
вигладитися v_oru
вигледіти v_zna:v_oru:v_dav
виглушити v_zna:v_oru:v_dav
виглядати v_zna:v_rod:v_oru:v_dav
виглядіти v_zna:v_oru:v_dav
виглянсувати v_zna:v_oru:v_dav
виглянцювати v_zna:v_oru:v_dav
вигнати v_zna:v_oru:v_dav
вигнітити v_zna:v_oru:v_dav
вигнічувати v_zna:v_oru:v_dav
вигнічуватися v_oru
вигноїти v_zna:v_oru:v_dav
вигноювати v_zna:v_oru:v_dav
вигнути v_zna:v_oru:v_dav
вигнутися v_oru
виговорити v_zna:v_dav
виговоритися v_oru:v_dav
виговорювати v_zna:v_dav
виговорюватися v_dav
вигодити v_zna:v_dav
вигодовувати v_zna:v_oru:v_dav
вигодовуватися v_oru
вигодувати v_zna:v_oru:v_dav
вигодуватися v_oru
вигоїти v_zna:v_oru:v_dav
вигойдати v_zna:v_oru:v_dav
вигойдувати v_zna:v_oru:v_dav
виголити v_zna:v_oru:v_dav
виголитися v_oru
виголоджувати v_zna
виголодити v_zna
виголосити v_zna:v_oru:v_dav
виголошувати v_zna:v_oru:v_dav
виголошуватися v_oru
виголювати v_zna:v_oru:v_dav
виголюватися v_oru
вигонити v_zna:v_oru
вигорати v_oru
вигоріти v_oru
вигорнути v_zna:v_oru:v_dav
вигорнутися v_oru
вигороджувати v_zna:v_oru:v_dav
вигороджуватися v_oru
вигородити v_zna:v_oru:v_dav
вигородитися v_oru
вигортати v_zna:v_oru:v_dav
вигортатися v_oru
вигоряти v_oru
вигострити v_zna:v_oru:v_dav
вигостритися v_oru
вигострювати v_zna:v_oru:v_dav
вигострюватися v_oru
виготовити v_zna:v_oru:v_dav
виготовитися v_oru
виготовлювати v_zna:v_oru:v_dav
виготовлюватися v_oru
виготовляти v_zna:v_oru:v_dav
виготовлятися v_oru
виготовувати v_zna:v_oru:v_dav
виготувати v_zna:v_oru:v_dav
виготуватися v_oru
вигоювати v_zna:v_oru:v_dav
вигоюватися v_oru
вигравати v_zna
вигравати v_zna:v_oru
виграватися v_oru
вигравірувати v_zna:v_oru:v_dav
вигравіювати v_zna:v_oru:v_dav
вигравіюватися v_oru
вигранити v_zna:v_oru:v_dav
вигранитися v_oru
виграновувати v_zna:v_oru:v_dav
виграновуватися v_oru
вигранувати v_zna:v_oru:v_dav
вигранювати v_zna:v_oru:v_dav
вигранюватися v_oru
виграти v_zna:v_oru:v_dav
вигратися v_oru
вигребти v_zna:v_oru:v_dav
вигребтися v_oru
вигризати v_zna:v_oru:v_dav
вигризатися v_oru
вигризти v_zna:v_oru:v_dav
вигримувати v_oru:v_dav
вигрібати v_zna:v_oru:v_dav
вигрібатися v_oru
вигрівати v_zna:v_oru:v_dav
вигріватися v_oru
вигріти v_zna:v_oru:v_dav
вигрітися v_oru
вигромаджувати v_zna
вигромадити v_zna
вигрузити v_zna:v_oru:v_dav
вигубити v_zna:v_dav
вигублювати v_zna
вигубляти v_zna
виґуґлити v_zna
вигукати v_zna:v_oru:v_dav
вигукнути v_zna:v_oru:v_dav
вигукувати v_zna:v_oru:v_dav
вигукуватися v_oru
вигулювати v_zna:v_oru:v_dav
вигулюватися v_oru
вигуляти v_zna:v_dav
вигулятися v_oru
вигулькнути v_oru:v_dav
вигулькувати v_oru:v_dav
видавати v_zna:v_oru:v_dav
видаватися v_oru:v_dav
видавити v_zna:v_oru:v_dav
видавитися v_oru
видавлювати v_zna:v_oru:v_dav
видавлюватися v_oru
видалити v_zna:v_oru:v_dav
видалитися v_oru
видаляти v_zna:v_oru:v_dav
видалятися v_oru
