yon	yon	DT
water-beds	water-bed	NNS
water-bird	water-bird	NN
water-birds	water-bird	NNS
wholegrain	wholegrain	JJ
after-care	after-care	NN
after-cares	after-care	NNS
after-effect	after-effect	NN
after-effects	after-effect	NNS
after-image	after-image	NN
after-images	after-image	NNS
after-taste	after-taste	NN
after-tastes	after-taste	NNS
aircraft-carrier	aircraft-carrier	NN
aircraft-carriers	aircraft-carrier	NNS
word-processing	word-processing	NN:UN
alphabetised	alphabetise	VBN
anaesthetised	anaesthetise	VBN
analogised	analogise	VBN
anathematised	anathematise	VBN
animalised	animalise	VBN
annualised	annualise	VBN
anodised	anodise	VBN
anthologised	anthologise	VBN
apostrophised	apostrophise	VBN
archaised	archaise	VBN
arithmetised	arithmetise	VBN
atomised	atomise	VBN
automatised	automatise	VBN
balkanised	balkanise	VBN
bureaucratised	bureaucratise	VBN
canalised	canalise	VBN
canonicalised	canonicalise	VBN
canonised	canonise	VBN
capitalised	capitalise	VBN
capsulised	capsulise	VBN
carbonised	carbonise	VBN
categorised	categorise	VBN
catheterised	catheterise	VBN
cauterised	cauterise	VBN
centralised	centralise	VBN
chamoised	chamoise	VBN
channelised	channelise	VBN
characterised	characterise	VBN
colonised	colonise	VBN
colourised	colourise	VBN
columnised	columnise	VBN
commercialised	commercialise	VBN
communised	communise	VBN
computerised	computerise	VBN
containerised	containerise	VBN
contextualised	contextualise	VBN
criminalised	criminalise	VBN
crystallised	crystallise	VBN
de-emphasised	de-emphasise	VBN
decolonised	decolonise	VBN
decriminalised	decriminalise	VBN
dehumanised	dehumanise	VBN
deionised	deionise	VBN
demagnetised	demagnetise	VBN
demobilised	demobilise	VBN
democratised	democratise	VBN
demonetised	demonetise	VBN
demoralised	demoralise	VBN
demythologised	demythologise	VBN
denationalised	denationalise	VBN
denormalised	denormalise	VBN
denuclearised	denuclearise	VBN
deodorised	deodorise	VBN
departmentalised	departmentalise	VBN
depersonalised	depersonalise	VBN
depolarised	depolarise	VBN
depoliticised	depoliticise	VBN
desensitised	desensitise	VBN
destabilised	destabilise	VBN
desynchronised	desynchronise	VBN
detribalised	detribalise	VBN
diagonalised	diagonalise	VBN
dichotomised	dichotomise	VBN
digitised	digitise	VBN
disorganised	disorganise	VBN
editorialised	editorialise	VBN
elasticised	elasticise	VBN
emotionalised	emotionalise	VBN
empathised	empathise	VBN
epitomised	epitomise	VBN
equalised	equalise	VBN
etherised	etherise	VBN
evangelised	evangelise	VBN
fantasised	fantasise	VBN
federalised	federalise	VBN
feminised	feminise	VBN
fertilised	fertilise	VBN
fictionalised	fictionalise	VBN
finalised	finalise	VBN
fluidised	fluidise	VBN
formalised	formalise	VBN
fossilised	fossilise	VBN
fraternised	fraternise	VBN
ghettoised	ghettoise	VBN
glamorised	glamorise	VBN
harmonised	harmonise	VBN
homogenised	homogenise	VBN
hospitalised	hospitalise	VBN
hybridised	hybridise	VBN
hypnotised	hypnotise	VBN
ictorianised	ictorianise	VBN
idolised	idolise	VBN
immobilised	immobilise	VBN
immortalised	immortalise	VBN
immunised	immunise	VBN
industrialised	industrialise	VBN
initialised	initialise	VBN
institutionalised	institutionalise	VBN
intellectualised	intellectualise	VBN
ionised	ionise	VBN
italicised	italicise	VBN
itemised	itemise	VBN
jeopardised	jeopardise	VBN
journalised	journalise	VBN
kaolinised	kaolinise	VBN
legalised	legalise	VBN
legitimatised	legitimatise	VBN
legitimised	legitimise	VBN
liberalised	liberalise	VBN
linearised	linearise	VBN
lionised	lionise	VBN
lobotomised	lobotomise	VBN
macadamised	macadamise	VBN
marginalised	marginalise	VBN
maximised	maximise	VBN
mechanised	mechanise	VBN
memorialised	memorialise	VBN
memorised	memorise	VBN
mercerised	mercerise	VBN
mesmerised	mesmerise	VBN
metabolised	metabolise	VBN
metallised	metallise	VBN
militarised	militarise	VBN
mineralised	mineralise	VBN
minimised	minimise	VBN
mobilised	mobilise	VBN
modernised	modernise	VBN
modularised	modularise	VBN
moisturised	moisturise	VBN
monetised	monetise	VBN
monopolised	monopolise	VBN
motorised	motorise	VBN
mythologised	mythologise	VBN
narcotised	narcotise	VBN
nationalised	nationalise	VBN
naturalised	naturalise	VBN
neutralised	neutralise	VBN
normalised	normalise	VBN
novelised	novelise	VBN
optimised	optimise	VBN
orthogonalised	orthogonalise	VBN
overcapitalised	overcapitalise	VBN
overemphasised	overemphasise	VBN
overgeneralised	overgeneralise	VBN
overspecialised	overspecialise	VBN
palletised	palletise	VBN
panellised	panellise	VBN
parametrised	parametrise	VBN
particularised	particularise	VBN
pasteurised	pasteurise	VBN
patronised	patronise	VBN
pauperised	pauperise	VBN
pedestrianised	pedestrianise	VBN
penalised	penalise	VBN
personalised	personalise	VBN
plasticised	plasticise	VBN
platinised	platinise	VBN
pluralised	pluralise	VBN
polarised	polarise	VBN
politicised	politicise	VBN
polymerised	polymerise	VBN
popularised	popularise	VBN
preinitialised	preinitialise	VBN
pressurised	pressurise	VBN
prioritised	prioritise	VBN
privatised	privatise	VBN
productised	productise	VBN
professionalised	professionalise	VBN
proletarianised	proletarianise	VBN
propagandised	propagandise	VBN
proselytised	proselytise	VBN
précised	précise	VBN
pulverised	pulverise	VBN
quantised	quantise	VBN
radicalised	radicalise	VBN
randomised	randomise	VBN
rationalised	rationalise	VBN
re-emphasised	re-emphasise	VBN
reacclimatised	reacclimatise	VBN
realised	realise	VBN
reauthorised	reauthorise	VBN
recapitalised	recapitalise	VBN
recategorised	recategorise	VBN
recentralised	recentralise	VBN
recolonised	recolonise	VBN
recrystallised	recrystallise	VBN
reinitialised	reinitialise	VBN
remobilised	remobilise	VBN
remonetised	remonetise	VBN
renationalised	renationalise	VBN
renormalised	renormalise	VBN
reorganised	reorganise	VBN
resterilised	resterilise	VBN
resynchronised	resynchronise	VBN
resynthesised	resynthesise	VBN
revitalised	revitalise	VBN
rhapsodised	rhapsodise	VBN
ritualised	ritualise	VBN
robotised	robotise	VBN
romanised	romanise	VBN
routinised	routinise	VBN
rubberised	rubberise	VBN
sanitised	sanitise	VBN
satirised	satirise	VBN
scandalised	scandalise	VBN
scrutinised	scrutinise	VBN
sectionalised	sectionalise	VBN
secularised	secularise	VBN
sensationalised	sensationalise	VBN
sensitised	sensitise	VBN
serialised	serialise	VBN
sermonised	sermonise	VBN
signalised	signalise	VBN
slenderised	slenderise	VBN
socialised	socialise	VBN
sodomised	sodomise	VBN
solemnised	solemnise	VBN
soliloquised	soliloquise	VBN
specialised	specialise	VBN
stabilised	stabilise	VBN
standardised	standardise	VBN
sterilised	sterilise	VBN
stigmatised	stigmatise	VBN
stylised	stylise	VBN
subsidised	subsidise	VBN
suburbanised	suburbanise	VBN
summarised	summarise	VBN
symbolised	symbolise	VBN
symmetrised	symmetrise	VBN
sympathised	sympathise	VBN
synchronised	synchronise	VBN
systematised	systematise	VBN
temporised	temporise	VBN
tenderised	tenderise	VBN
terrorised	terrorise	VBN
tokenised	tokenise	VBN
tranquillised	tranquillise	VBN
transistorised	transistorise	VBN
traumatised	traumatise	VBN
trivialised	trivialise	VBN
tyrannised	tyrannise	VBN
underutilised	underutilise	VBN
unionised	unionise	VBN
universalised	universalise	VBN
urbanised	urbanise	VBN
vectorised	vectorise	VBN
verbalised	verbalise	VBN
visualised	visualise	VBN
vocalised	vocalise	VBN
volatilised	volatilise	VBN
vulcanised	vulcanise	VBN
vulgarised	vulgarise	VBN
westernised	westernise	VBN
womanised	womanise	VBN
alphabetised	alphabetise	VBD
anaesthetised	anaesthetise	VBD
analogised	analogise	VBD
anathematised	anathematise	VBD
animalised	animalise	VBD
annualised	annualise	VBD
anodised	anodise	VBD
anthologised	anthologise	VBD
apostrophised	apostrophise	VBD
archaised	archaise	VBD
arithmetised	arithmetise	VBD
atomised	atomise	VBD
automatised	automatise	VBD
balkanised	balkanise	VBD
bureaucratised	bureaucratise	VBD
canalised	canalise	VBD
canonicalised	canonicalise	VBD
canonised	canonise	VBD
capitalised	capitalise	VBD
capsulised	capsulise	VBD
carbonised	carbonise	VBD
categorised	categorise	VBD
catheterised	catheterise	VBD
cauterised	cauterise	VBD
centralised	centralise	VBD
chamoised	chamoise	VBD
channelised	channelise	VBD
characterised	characterise	VBD
colonised	colonise	VBD
colourised	colourise	VBD
columnised	columnise	VBD
commercialised	commercialise	VBD
communised	communise	VBD
computerised	computerise	VBD
containerised	containerise	VBD
contextualised	contextualise	VBD
criminalised	criminalise	VBD
crystallised	crystallise	VBD
de-emphasised	de-emphasise	VBD
decolonised	decolonise	VBD
decriminalised	decriminalise	VBD
dehumanised	dehumanise	VBD
deionised	deionise	VBD
demagnetised	demagnetise	VBD
demobilised	demobilise	VBD
democratised	democratise	VBD
demonetised	demonetise	VBD
demoralised	demoralise	VBD
demythologised	demythologise	VBD
denationalised	denationalise	VBD
denormalised	denormalise	VBD
denuclearised	denuclearise	VBD
deodorised	deodorise	VBD
departmentalised	departmentalise	VBD
depersonalised	depersonalise	VBD
depolarised	depolarise	VBD
depoliticised	depoliticise	VBD
desensitised	desensitise	VBD
destabilised	destabilise	VBD
desynchronised	desynchronise	VBD
detribalised	detribalise	VBD
diagonalised	diagonalise	VBD
dichotomised	dichotomise	VBD
digitised	digitise	VBD
disorganised	disorganise	VBD
editorialised	editorialise	VBD
elasticised	elasticise	VBD
emotionalised	emotionalise	VBD
empathised	empathise	VBD
epitomised	epitomise	VBD
equalised	equalise	VBD
etherised	etherise	VBD
evangelised	evangelise	VBD
fantasised	fantasise	VBD
federalised	federalise	VBD
feminised	feminise	VBD
fertilised	fertilise	VBD
fictionalised	fictionalise	VBD
finalised	finalise	VBD
fluidised	fluidise	VBD
formalised	formalise	VBD
fossilised	fossilise	VBD
fraternised	fraternise	VBD
ghettoised	ghettoise	VBD
glamorised	glamorise	VBD
harmonised	harmonise	VBD
homogenised	homogenise	VBD
hospitalised	hospitalise	VBD
hybridised	hybridise	VBD
hypnotised	hypnotise	VBD
ictorianised	ictorianise	VBD
idolised	idolise	VBD
immobilised	immobilise	VBD
immortalised	immortalise	VBD
immunised	immunise	VBD
industrialised	industrialise	VBD
initialised	initialise	VBD
institutionalised	institutionalise	VBD
intellectualised	intellectualise	VBD
ionised	ionise	VBD
italicised	italicise	VBD
itemised	itemise	VBD
jeopardised	jeopardise	VBD
journalised	journalise	VBD
kaolinised	kaolinise	VBD
legalised	legalise	VBD
legitimatised	legitimatise	VBD
legitimised	legitimise	VBD
liberalised	liberalise	VBD
linearised	linearise	VBD
lionised	lionise	VBD
lobotomised	lobotomise	VBD
macadamised	macadamise	VBD
marginalised	marginalise	VBD
maximised	maximise	VBD
mechanised	mechanise	VBD
memorialised	memorialise	VBD
memorised	memorise	VBD
mercerised	mercerise	VBD
mesmerised	mesmerise	VBD
metabolised	metabolise	VBD
metallised	metallise	VBD
militarised	militarise	VBD
mineralised	mineralise	VBD
minimised	minimise	VBD
mobilised	mobilise	VBD
modernised	modernise	VBD
modularised	modularise	VBD
moisturised	moisturise	VBD
monetised	monetise	VBD
monopolised	monopolise	VBD
motorised	motorise	VBD
mythologised	mythologise	VBD
narcotised	narcotise	VBD
nationalised	nationalise	VBD
naturalised	naturalise	VBD
neutralised	neutralise	VBD
normalised	normalise	VBD
novelised	novelise	VBD
optimised	optimise	VBD
orthogonalised	orthogonalise	VBD
overcapitalised	overcapitalise	VBD
overemphasised	overemphasise	VBD
overgeneralised	overgeneralise	VBD
overspecialised	overspecialise	VBD
palletised	palletise	VBD
panellised	panellise	VBD
parametrised	parametrise	VBD
particularised	particularise	VBD
pasteurised	pasteurise	VBD
patronised	patronise	VBD
pauperised	pauperise	VBD
pedestrianised	pedestrianise	VBD
penalised	penalise	VBD
personalised	personalise	VBD
plasticised	plasticise	VBD
platinised	platinise	VBD
pluralised	pluralise	VBD
polarised	polarise	VBD
politicised	politicise	VBD
polymerised	polymerise	VBD
popularised	popularise	VBD
preinitialised	preinitialise	VBD
pressurised	pressurise	VBD
prioritised	prioritise	VBD
privatised	privatise	VBD
productised	productise	VBD
professionalised	professionalise	VBD
proletarianised	proletarianise	VBD
propagandised	propagandise	VBD
proselytised	proselytise	VBD
précised	précise	VBD
pulverised	pulverise	VBD
quantised	quantise	VBD
radicalised	radicalise	VBD
randomised	randomise	VBD
rationalised	rationalise	VBD
re-emphasised	re-emphasise	VBD
reacclimatised	reacclimatise	VBD
realised	realise	VBD
reauthorised	reauthorise	VBD
recapitalised	recapitalise	VBD
recategorised	recategorise	VBD
recentralised	recentralise	VBD
recolonised	recolonise	VBD
recrystallised	recrystallise	VBD
reinitialised	reinitialise	VBD
remobilised	remobilise	VBD
remonetised	remonetise	VBD
renationalised	renationalise	VBD
renormalised	renormalise	VBD
reorganised	reorganise	VBD
resterilised	resterilise	VBD
resynchronised	resynchronise	VBD
resynthesised	resynthesise	VBD
revitalised	revitalise	VBD
rhapsodised	rhapsodise	VBD
ritualised	ritualise	VBD
robotised	robotise	VBD
romanised	romanise	VBD
routinised	routinise	VBD
rubberised	rubberise	VBD
sanitised	sanitise	VBD
satirised	satirise	VBD
scandalised	scandalise	VBD
scrutinised	scrutinise	VBD
sectionalised	sectionalise	VBD
secularised	secularise	VBD
sensationalised	sensationalise	VBD
sensitised	sensitise	VBD
serialised	serialise	VBD
sermonised	sermonise	VBD
signalised	signalise	VBD
slenderised	slenderise	VBD
socialised	socialise	VBD
sodomised	sodomise	VBD
solemnised	solemnise	VBD
soliloquised	soliloquise	VBD
specialised	specialise	VBD
stabilised	stabilise	VBD
standardised	standardise	VBD
sterilised	sterilise	VBD
stigmatised	stigmatise	VBD
stylised	stylise	VBD
subsidised	subsidise	VBD
suburbanised	suburbanise	VBD
summarised	summarise	VBD
symbolised	symbolise	VBD
symmetrised	symmetrise	VBD
sympathised	sympathise	VBD
synchronised	synchronise	VBD
systematised	systematise	VBD
temporised	temporise	VBD
tenderised	tenderise	VBD
terrorised	terrorise	VBD
tokenised	tokenise	VBD
tranquillised	tranquillise	VBD
transistorised	transistorise	VBD
traumatised	traumatise	VBD
trivialised	trivialise	VBD
tyrannised	tyrannise	VBD
underutilised	underutilise	VBD
unionised	unionise	VBD
universalised	universalise	VBD
urbanised	urbanise	VBD
vectorised	vectorise	VBD
verbalised	verbalise	VBD
visualised	visualise	VBD
vocalised	vocalise	VBD
volatilised	volatilise	VBD
vulcanised	vulcanise	VBD
vulgarised	vulgarise	VBD
westernised	westernise	VBD
womanised	womanise	VBD
alphabetise	alphabetise	VBP
anaesthetise	anaesthetise	VBP
analogise	analogise	VBP
anathematise	anathematise	VBP
animalise	animalise	VBP
annualise	annualise	VBP
anodise	anodise	VBP
anthologise	anthologise	VBP
apostrophise	apostrophise	VBP
archaise	archaise	VBP
arithmetise	arithmetise	VBP
atomise	atomise	VBP
automatise	automatise	VBP
balkanise	balkanise	VBP
bureaucratise	bureaucratise	VBP
canalise	canalise	VBP
canonicalise	canonicalise	VBP
canonise	canonise	VBP
capitalise	capitalise	VBP
capsulise	capsulise	VBP
carbonise	carbonise	VBP
categorise	categorise	VBP
catheterise	catheterise	VBP
cauterise	cauterise	VBP
centralise	centralise	VBP
chamoise	chamoise	VBP
channelise	channelise	VBP
characterise	characterise	VBP
colonise	colonise	VBP
colourise	colourise	VBP
columnise	columnise	VBP
commercialise	commercialise	VBP
communise	communise	VBP
computerise	computerise	VBP
containerise	containerise	VBP
contextualise	contextualise	VBP
criminalise	criminalise	VBP
crystallise	crystallise	VBP
de-emphasise	de-emphasise	VBP
decolonise	decolonise	VBP
decriminalise	decriminalise	VBP
dehumanise	dehumanise	VBP
deionise	deionise	VBP
demagnetise	demagnetise	VBP
demobilise	demobilise	VBP
democratise	democratise	VBP
demonetise	demonetise	VBP
demoralise	demoralise	VBP
demythologise	demythologise	VBP
denationalise	denationalise	VBP
denormalise	denormalise	VBP
denuclearise	denuclearise	VBP
deodorise	deodorise	VBP
departmentalise	departmentalise	VBP
depersonalise	depersonalise	VBP
depolarise	depolarise	VBP
depoliticise	depoliticise	VBP
desensitise	desensitise	VBP
destabilise	destabilise	VBP
desynchronise	desynchronise	VBP
detribalise	detribalise	VBP
diagonalise	diagonalise	VBP
dichotomise	dichotomise	VBP
digitise	digitise	VBP
disorganise	disorganise	VBP
editorialise	editorialise	VBP
elasticise	elasticise	VBP
emotionalise	emotionalise	VBP
empathise	empathise	VBP
epitomise	epitomise	VBP
equalise	equalise	VBP
etherise	etherise	VBP
evangelise	evangelise	VBP
fantasise	fantasise	VBP
federalise	federalise	VBP
feminise	feminise	VBP
fertilise	fertilise	VBP
fictionalise	fictionalise	VBP
finalise	finalise	VBP
fluidise	fluidise	VBP
formalise	formalise	VBP
fossilise	fossilise	VBP
fraternise	fraternise	VBP
ghettoise	ghettoise	VBP
glamorise	glamorise	VBP
harmonise	harmonise	VBP
homogenise	homogenise	VBP
hospitalise	hospitalise	VBP
hybridise	hybridise	VBP
hypnotise	hypnotise	VBP
ictorianise	ictorianise	VBP
idolise	idolise	VBP
immobilise	immobilise	VBP
immortalise	immortalise	VBP
immunise	immunise	VBP
industrialise	industrialise	VBP
initialise	initialise	VBP
institutionalise	institutionalise	VBP
intellectualise	intellectualise	VBP
ionise	ionise	VBP
italicise	italicise	VBP
itemise	itemise	VBP
jeopardise	jeopardise	VBP
journalise	journalise	VBP
kaolinise	kaolinise	VBP
legalise	legalise	VBP
legitimatise	legitimatise	VBP
legitimise	legitimise	VBP
liberalise	liberalise	VBP
linearise	linearise	VBP
lionise	lionise	VBP
lobotomise	lobotomise	VBP
macadamise	macadamise	VBP
marginalise	marginalise	VBP
maximise	maximise	VBP
mechanise	mechanise	VBP
memorialise	memorialise	VBP
memorise	memorise	VBP
mercerise	mercerise	VBP
mesmerise	mesmerise	VBP
metabolise	metabolise	VBP
metallise	metallise	VBP
militarise	militarise	VBP
mineralise	mineralise	VBP
minimise	minimise	VBP
mobilise	mobilise	VBP
modernise	modernise	VBP
modularise	modularise	VBP
moisturise	moisturise	VBP
monetise	monetise	VBP
monopolise	monopolise	VBP
motorise	motorise	VBP
mythologise	mythologise	VBP
narcotise	narcotise	VBP
nationalise	nationalise	VBP
naturalise	naturalise	VBP
neutralise	neutralise	VBP
normalise	normalise	VBP
novelise	novelise	VBP
optimise	optimise	VBP
orthogonalise	orthogonalise	VBP
overcapitalise	overcapitalise	VBP
overemphasise	overemphasise	VBP
overgeneralise	overgeneralise	VBP
overspecialise	overspecialise	VBP
palletise	palletise	VBP
panellise	panellise	VBP
parametrise	parametrise	VBP
particularise	particularise	VBP
pasteurise	pasteurise	VBP
patronise	patronise	VBP
pauperise	pauperise	VBP
pedestrianise	pedestrianise	VBP
penalise	penalise	VBP
personalise	personalise	VBP
plasticise	plasticise	VBP
platinise	platinise	VBP
pluralise	pluralise	VBP
polarise	polarise	VBP
politicise	politicise	VBP
polymerise	polymerise	VBP
popularise	popularise	VBP
preinitialise	preinitialise	VBP
pressurise	pressurise	VBP
prioritise	prioritise	VBP
privatise	privatise	VBP
productise	productise	VBP
professionalise	professionalise	VBP
proletarianise	proletarianise	VBP
propagandise	propagandise	VBP
proselytise	proselytise	VBP
précise	précise	VBP
pulverise	pulverise	VBP
quantise	quantise	VBP
radicalise	radicalise	VBP
randomise	randomise	VBP
rationalise	rationalise	VBP
re-emphasise	re-emphasise	VBP
reacclimatise	reacclimatise	VBP
realise	realise	VBP
reauthorise	reauthorise	VBP
recapitalise	recapitalise	VBP
recategorise	recategorise	VBP
recentralise	recentralise	VBP
recolonise	recolonise	VBP
recrystallise	recrystallise	VBP
reinitialise	reinitialise	VBP
remobilise	remobilise	VBP
remonetise	remonetise	VBP
renationalise	renationalise	VBP
renormalise	renormalise	VBP
reorganise	reorganise	VBP
resterilise	resterilise	VBP
resynchronise	resynchronise	VBP
resynthesise	resynthesise	VBP
revitalise	revitalise	VBP
rhapsodise	rhapsodise	VBP
ritualise	ritualise	VBP
robotise	robotise	VBP
romanise	romanise	VBP
routinise	routinise	VBP
rubberise	rubberise	VBP
sanitise	sanitise	VBP
satirise	satirise	VBP
scandalise	scandalise	VBP
scrutinise	scrutinise	VBP
sectionalise	sectionalise	VBP
secularise	secularise	VBP
sensationalise	sensationalise	VBP
sensitise	sensitise	VBP
serialise	serialise	VBP
sermonise	sermonise	VBP
signalise	signalise	VBP
slenderise	slenderise	VBP
socialise	socialise	VBP
sodomise	sodomise	VBP
solemnise	solemnise	VBP
soliloquise	soliloquise	VBP
specialise	specialise	VBP
stabilise	stabilise	VBP
standardise	standardise	VBP
sterilise	sterilise	VBP
stigmatise	stigmatise	VBP
stylise	stylise	VBP
subsidise	subsidise	VBP
suburbanise	suburbanise	VBP
summarise	summarise	VBP
symbolise	symbolise	VBP
symmetrise	symmetrise	VBP
sympathise	sympathise	VBP
synchronise	synchronise	VBP
systematise	systematise	VBP
temporise	temporise	VBP
tenderise	tenderise	VBP
terrorise	terrorise	VBP
tokenise	tokenise	VBP
tranquillise	tranquillise	VBP
transistorise	transistorise	VBP
traumatise	traumatise	VBP
trivialise	trivialise	VBP
tyrannise	tyrannise	VBP
underutilise	underutilise	VBP
unionise	unionise	VBP
universalise	universalise	VBP
urbanise	urbanise	VBP
vectorise	vectorise	VBP
verbalise	verbalise	VBP
visualise	visualise	VBP
vocalise	vocalise	VBP
volatilise	volatilise	VBP
vulcanise	vulcanise	VBP
vulgarise	vulgarise	VBP
westernise	westernise	VBP
womanise	womanise	VBP
alphabetise	alphabetise	VB
anaesthetise	anaesthetise	VB
analogise	analogise	VB
anathematise	anathematise	VB
animalise	animalise	VB
annualise	annualise	VB
anodise	anodise	VB
anthologise	anthologise	VB
apostrophise	apostrophise	VB
archaise	archaise	VB
arithmetise	arithmetise	VB
atomise	atomise	VB
automatise	automatise	VB
balkanise	balkanise	VB
bureaucratise	bureaucratise	VB
canalise	canalise	VB
canonicalise	canonicalise	VB
canonise	canonise	VB
capitalise	capitalise	VB
capsulise	capsulise	VB
carbonise	carbonise	VB
categorise	categorise	VB
catheterise	catheterise	VB
cauterise	cauterise	VB
centralise	centralise	VB
